Location ,Area,Room,Age,Num of Floor,Wash Room,Basment,Mount,Swimming Pool,Lawn,Kitchen,Bed_Room,Electric Connection,Gas Connection,Corner Plot,Solar System,Commercial,Business & Comminication,Price,Type
LDA Socoety,1361,12,new,2,4,no,Yes,no,Yes,1,5,Yes,Yes,No,No,Yes,Yes,19000000,House
LDA Socoety,1361,13,new,2,4,no,Yes,no,Yes,1,5,Yes,Yes,No,No,Yes,Yes,20000000,House
LDA Socoety,1089,15,new,2,4,no,Yes,no,Yes,2,4,Yes,Yes,No,No,Yes,Yes,18000000,House
LDA Socoety,1361,14,new,2,4,no,Yes,no,Yes,2,5,Yes,Yes,No,No,Yes,Yes,17000000,House
LDA Socoety,1361,13,new,2,4,no,Yes,no,Yes,2,5,Yes,Yes,Yes,No,Yes,Yes,20000000,House
LDA Socoety,1361,14,new,2,4,no,Yes,no,Yes,2,5,Yes,Yes,No,No,Yes,Yes,19000000,House
LDA Socoety,1361,14,new,2,4,no,Yes,no,No,1,5,Yes,Yes,Yes,No,Yes,Yes,18000000,House
LDA Socoety,1361,11,old,2,3,no,Yes,no,No,1,4,Yes,Yes,No,Yes,Yes,Yes,21000000,House
LDA Socoety,4900,15,old,2,5,no,Yes,no,Yes,2,4,Yes,Yes,No,No,Yes,Yes,54000000,House
LDA Socoety,1361,10,new,2,4,no,Yes,no,Yes,1,3,Yes,Yes,No,Yes,Yes,Yes,22000000,House
LDA Socoety,5989,18,old,2,7,no,Yes,no,Yes,2,6,Yes,Yes,No,Yes,Yes,Yes,70000000,House
LDA Socoety,1633,10,old,2,4,no,Yes,no,Yes,1,3,Yes,Yes,No,Yes,Yes,Yes,18000000,House
LDA Socoety,2722,13,old,2,5,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,Yes,Yes,34000000,House
LDA Socoety,1361,10,old,2,4,no,Yes,no,Yes,1,3,Yes,Yes,Yes,No,Yes,Yes,22000000,House
LDA Socoety,2722,19,old,2,6,Yes,Yes,Yes,Yes,2,5,Yes,Yes,No,No,Yes,Yes,40000000,House
LDA Socoety,1089,10,old,2,3,Yes,Yes,no,Yes,1,3,Yes,No,No,Yes,Yes,Yes,12000000,House
LDA Socoety,2722,13,new,2,5,Yes,Yes,no,Yes,2,5,Yes,No,No,Yes,Yes,Yes,45000000,House
Gulshan Ravi,2041,11,old,2,3,no,Yes,no,No,2,0,Yes,Yes,No,Yes,No,Yes,23000000,House
Gulshan Ravi,681,12,old,2,4,no,Yes,no,No,2,4,Yes,Yes,No,No,Yes,No,13000000,House
Gulshan Ravi,409,7,old,2,2,no,Yes,no,No,2,2,Yes,Yes,No,No,No,No,4800000,House
Gulshan Ravi,1361,21,old,2,5,no,Yes,no,No,2,5,Yes,Yes,No,Yes,No,No,19000000,House
Gulshan Ravi,1905,22,old,3,5,no,Yes,no,No,3,5,Yes,Yes,No,Yes,No,No,25500000,House
Gulshan Ravi,1905,21,old,2,5,no,Yes,no,No,2,5,Yes,Yes,No,No,No,No,26500000,House
Gulshan Ravi,1905,21,old,2,5,no,Yes,no,No,2,5,Yes,Yes,No,Yes,No,No,27000000,House
Gulshan Ravi,2722,17,old,2,5,no,Yes,no,No,2,5,Yes,Yes,No,Yes,No,No,32500000,House
Gulshan Ravi,1905,10,old,2,4,no,Yes,no,No,2,4,Yes,Yes,No,No,No,No,26000000,House
Gulshan Ravi,2722,12,old,2,5,no,Yes,no,No,2,5,Yes,Yes,No,No,No,No,29000000,House
Gulshan Ravi,1089,12,old,2,4,no,Yes,no,No,2,4,Yes,Yes,No,Yes,No,No,17000000,House
Gulshan Ravi,2041,12,old,2,5,no,Yes,no,No,2,5,Yes,Yes,No,No,No,No,27000000,House
Gulshan Ravi,953,11,old,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,13000000,House
Gulshan Ravi,1361,5,new,2,2,no,Yes,no,No,1,3,Yes,Yes,No,Yes,No,No,22500000,House
Gulshan Ravi,3131,24,old,3,9,no,Yes,no,No,3,8,Yes,Yes,No,Yes,No,No,39000000,House
Gulshan Ravi,2722,21,new,2,5,no,Yes,no,No,2,5,Yes,Yes,No,Yes,No,No,33000000,House
Gulshan Ravi,2722,21,old,2,5,no,Yes,no,No,2,5,Yes,Yes,No,Yes,No,No,34000000,House
Gulshan Ravi,2722,20,old,2,5,no,Yes,no,No,2,5,Yes,Yes,No,Yes,No,No,35000000,House
Gulshan Ravi,1905,21,old,2,5,no,Yes,no,No,2,5,Yes,Yes,No,Yes,No,No,25000000,House
Gulshan Ravi,817,17,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,No,11000000,House
Gulshan Ravi,2722,22,old,2,5,no,Yes,no,No,2,5,Yes,Yes,No,Yes,No,No,34000000,House
Gulshan Ravi,1905,21,old,2,5,no,Yes,no,No,2,5,Yes,Yes,No,Yes,No,No,24000000,House
Gulshan Ravi,1905,20,new,2,5,no,Yes,no,No,2,5,Yes,Yes,No,Yes,No,No,26000000,House
Gulshan Ravi,1361,21,new,2,5,no,Yes,no,No,2,5,Yes,Yes,No,Yes,No,No,19900000,House
Gulshan Ravi,1361,21,old,2,5,no,Yes,no,No,2,5,Yes,Yes,No,Yes,No,No,21000000,House
Gulshan Ravi,2722,21,old,2,5,no,Yes,no,No,2,5,Yes,Yes,No,Yes,No,No,31000000,House
Gulshan Ravi,2722,21,old,2,5,no,Yes,no,No,2,5,Yes,Yes,No,Yes,No,No,29900000,House
Gulshan Ravi,2722,21,old,2,5,no,Yes,no,No,2,5,Yes,Yes,No,Yes,No,No,32000000,House
Gulshan Ravi,1361,21,old,2,5,no,Yes,no,No,2,5,Yes,Yes,No,Yes,No,No,19500000,House
Gulshan Ravi,817,6,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,No,No,No,13000000,House
Gulbarg,5445,13,old,2,6,no,Yes,no,Yes,2,7,Yes,Yes,No,Yes,Yes,Yes,90000000,House
Gulbarg,3811,13,old,2,5,no,Yes,no,Yes,1,4,Yes,Yes,No,Yes,No,Yes,59000000,House
Gulbarg,5445,16,old,2,5,no,Yes,no,Yes,1,5,Yes,Yes,No,Yes,Yes,Yes,80000000,House
Gulbarg,5445,20,old,2,7,no,Yes,no,Yes,1,6,Yes,Yes,No,Yes,Yes,Yes,88000000,House
Gulbarg,5445,18,old,2,5,no,Yes,no,Yes,1,5,Yes,Yes,No,Yes,No,Yes,75000000,House
Gulbarg,5445,17,old,2,5,no,Yes,no,Yes,1,5,Yes,Yes,No,Yes,Yes,Yes,72500000,House
Gulbarg,5445,17,old,2,5,no,Yes,no,Yes,1,5,Yes,Yes,Yes,Yes,Yes,Yes,81500000,House
Gulbarg,5445,11,old,2,5,no,Yes,no,No,1,5,Yes,Yes,No,Yes,Yes,Yes,55000000,House
Gulbarg,21780,12,new,1,7,no,Yes,no,No,1,7,Yes,Yes,Yes,No,Yes,Yes,320000000,House
Gulbarg,43560,32,new,2,10,no,Yes,no,Yes,2,10,Yes,Yes,Yes,Yes,Yes,Yes,1000000000,House
Gulbarg,8167,28,new,2,8,no,Yes,no,Yes,2,8,Yes,Yes,No,Yes,No,Yes,180000000,House
Gulbarg,16335,24,old,2,10,no,Yes,no,Yes,1,11,Yes,Yes,No,Yes,Yes,Yes,230000000,House
Gulbarg,7078,17,old,2,6,no,Yes,no,Yes,1,6,Yes,Yes,No,Yes,Yes,Yes,100000000,House
Gulbarg,16335,43,old,2,16,no,Yes,no,Yes,2,16,Yes,Yes,Yes,Yes,Yes,Yes,300000000,House
Gulbarg,7623,32,old,2,10,no,Yes,no,Yes,2,10,Yes,Yes,No,Yes,No,Yes,164000000,House
Gulbarg,43560,40,old,2,10,Yes,Yes,Yes,Yes,2,12,Yes,Yes,Yes,Yes,Yes,Yes,1000000000,House
Gulbarg,21780,27,old,2,7,Yes,Yes,no,Yes,2,8,Yes,Yes,No,No,Yes,Yes,450000000,House
Gulbarg,5445,25,old,2,7,Yes,Yes,no,Yes,2,6,Yes,Yes,No,No,No,Yes,95000000,House
Gulbarg,16335,26,old,2,10,Yes,Yes,no,Yes,1,11,Yes,Yes,No,No,No,Yes,330000000,House
Gulbarg,10890,31,old,2,8,no,Yes,no,Yes,3,7,Yes,Yes,No,Yes,Yes,Yes,200000000,House
Gulbarg,16335,20,old,2,6,no,Yes,no,Yes,2,6,Yes,Yes,No,Yes,Yes,Yes,330000000,House
Gulbarg,10890,18,old,2,6,no,Yes,no,Yes,2,8,Yes,Yes,No,Yes,Yes,Yes,110000000,House
Gulbarg,10890,19,old,2,5,no,Yes,no,Yes,1,6,Yes,Yes,No,Yes,Yes,Yes,85000000,House
Gulbarg,13612,20,old,2,5,no,Yes,no,Yes,2,5,Yes,Yes,No,No,No,Yes,300000000,House
Gulbarg,6534,20,old,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,Yes,Yes,165000000,House
Gulbarg,2450,18,old,2,5,no,Yes,no,Yes,1,4,Yes,Yes,No,Yes,Yes,Yes,31000000,House
Gulbarg,10890,16,old,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,Yes,Yes,570000000,House
Gulbarg,10890,22,old,1,5,no,Yes,no,Yes,1,5,Yes,Yes,No,No,Yes,Yes,75000000,House
Gulbarg,3267,16,old,2,4,no,Yes,no,Yes,1,3,Yes,Yes,No,Yes,Yes,Yes,55000000,House
Gulbarg,2722,20,old,2,7,no,Yes,no,Yes,1,4,Yes,No,No,No,Yes,Yes,45000000,House
Gulberg,10890,16,old,1,5,no,Yes,no,Yes,1,5,Yes,Yes,No,No,Yes,Yes,82500000,House
Gulberg,8167,19,old,2,8,no,Yes,no,Yes,2,6,Yes,Yes,No,No,Yes,Yes,120000000,House
Gulberg,10890,31,new,2,10,no,Yes,no,Yes,2,5,Yes,Yes,No,No,Yes,Yes,250000000,House
Gulberg,10890,22,old,2,7,no,Yes,no,Yes,2,5,Yes,Yes,No,No,Yes,Yes,250000000,House
Gulberg,10890,24,old,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,No,Yes,Yes,220000000,House
Gulberg,10890,17,old,2,7,no,Yes,no,Yes,1,6,Yes,Yes,No,No,Yes,Yes,150000000,House
Gulberg,21780,17,old,2,7,no,Yes,no,Yes,1,7,Yes,Yes,No,No,Yes,Yes,420000000,House
Gulberg,10890,18,old,2,7,no,Yes,no,Yes,2,6,Yes,Yes,No,No,Yes,Yes,150000000,House
Gulberg,5445,13,old,2,5,no,Yes,no,Yes,2,4,Yes,Yes,No,No,Yes,Yes,87000000,House
Gulberg,5445,12,old,1,5,no,Yes,no,Yes,1,4,Yes,Yes,No,No,Yes,Yes,50000000,House
Gulberg,2722,14,new,2,4,no,Yes,no,No,2,4,Yes,Yes,No,No,Yes,Yes,35000000,House
Gulberg,8167,17,old,2,6,no,Yes,no,Yes,1,6,Yes,Yes,No,No,Yes,Yes,120000000,House
Gulberg,70785,15,old,1,3,no,Yes,no,Yes,1,3,Yes,Yes,No,No,Yes,Yes,350000000,House
Gulberg,3811,12,old,2,5,no,Yes,no,No,1,4,Yes,Yes,No,No,Yes,Yes,60000000,House
Gulberg,5445,21,old,2,8,no,Yes,no,Yes,2,8,Yes,Yes,No,No,Yes,Yes,100000000,House
Gulberg,5445,17,old,2,6,no,Yes,no,Yes,2,6,Yes,Yes,No,No,Yes,Yes,100000000,House
Gulberg,49005,27,old,2,10,no,Yes,no,Yes,2,10,Yes,Yes,No,No,Yes,Yes,800000000,House
Gulberg,5445,14,old,2,6,no,Yes,no,Yes,1,5,Yes,Yes,No,No,Yes,Yes,45000000,House
Gulberg,5445,12,old,1,5,no,Yes,no,Yes,1,4,Yes,Yes,No,No,Yes,Yes,55000000,House
Gulberg,10890,14,old,1,5,no,Yes,no,Yes,1,5,Yes,Yes,No,No,Yes,Yes,145000000,House
Gulberg,10890,15,old,1,7,no,Yes,no,Yes,1,6,Yes,Yes,No,No,Yes,Yes,146000000,House
Gulberg,2722,24,new,2,6,no,Yes,no,No,2,6,Yes,Yes,No,No,Yes,Yes,40000000,House
Gulberg,6534,19,new,2,8,no,Yes,no,Yes,2,7,Yes,Yes,No,No,No,Yes,125000000,House
Gulberg,2722,9,new,1,3,no,Yes,no,No,1,3,Yes,Yes,No,No,No,Yes,33000000,House
Gulberg,10890,33,old,2,10,no,Yes,no,Yes,2,7,Yes,Yes,No,No,Yes,Yes,240000000,House
Gulberg,10890,26,old,2,7,no,Yes,no,Yes,2,5,Yes,Yes,No,No,Yes,Yes,250000000,House
Gulberg,6534,15,new,2,5,no,Yes,no,Yes,1,5,Yes,Yes,No,No,Yes,Yes,75000000,House
Gulberg,4554,16,new,2,5,no,Yes,no,Yes,2,5,Yes,Yes,No,No,No,Yes,82500000,House
Gulberg,5445,15,new,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,No,No,Yes,50000000,House
Gulberg,2722,14,old,2,5,no,Yes,no,No,2,4,Yes,Yes,No,No,No,Yes,55000000,House
Gulberg,21780,11,old,1,4,no,Yes,no,Yes,1,4,Yes,Yes,No,No,Yes,Yes,550000000,House
Gulberg,3811,13,old,2,5,no,Yes,no,No,2,4,Yes,Yes,No,No,No,Yes,60000000,House
Gulberg,5445,14,old,2,5,no,Yes,no,Yes,2,5,Yes,Yes,No,No,No,Yes,92500000,House
Gulberg,5445,15,old,2,5,no,Yes,no,Yes,1,5,Yes,Yes,No,No,No,Yes,77500000,House
Gulberg,817,13,old,1,4,no,Yes,no,Yes,1,4,Yes,Yes,No,No,Yes,Yes,300000000,House
Gulberg,2722,12,old,2,5,no,Yes,no,No,1,5,Yes,Yes,No,No,No,Yes,32500000,House
Gulberg,4356,21,old,2,10,no,Yes,no,No,2,10,Yes,Yes,No,No,No,Yes,70000000,House
Gulberg,2722,12,old,2,5,no,Yes,no,No,2,5,Yes,Yes,No,No,No,Yes,45000000,House
Gulberg,2722,14,old,2,6,no,Yes,no,No,2,5,Yes,Yes,No,No,No,Yes,46000000,House
Gulberg,8712,9,old,1,3,no,Yes,no,Yes,1,3,Yes,Yes,No,No,Yes,Yes,62500000,House
Gulberg,2722,12,old,2,5,no,Yes,no,No,1,5,Yes,Yes,No,No,No,Yes,47000000,House
Gulberg,10890,18,old,2,9,no,Yes,no,Yes,1,7,Yes,Yes,No,No,No,Yes,180000000,House
Gulberg,5445,12,old,1,4,no,Yes,no,Yes,1,4,Yes,Yes,No,No,No,Yes,220000000,House
Gulberg,23958,18,old,2,8,no,Yes,Yes,Yes,1,8,Yes,Yes,No,No,Yes,Yes,400000000,House
Gulberg,12523,19,old,2,6,no,Yes,no,Yes,2,7,Yes,Yes,No,No,Yes,Yes,210000000,House
Gulberg,4554,12,old,1,5,no,Yes,no,Yes,1,5,Yes,Yes,No,No,Yes,Yes,100000000,House
Gulberg,10890,19,new,2,7,no,Yes,no,Yes,2,6,Yes,Yes,No,No,No,Yes,160000000,House
Gulberg,10789,13,old,2,4,no,Yes,no,Yes,2,4,Yes,Yes,No,No,Yes,Yes,220000000,House
Gulberg,3811,16,new,2,4,no,Yes,no,Yes,1,4,Yes,Yes,No,No,Yes,Yes,63000000,House
Gulberg,5445,13,old,2,6,no,Yes,no,Yes,1,5,Yes,Yes,No,No,Yes,Yes,60000000,House
Gulberg,2722,12,old,2,5,no,Yes,no,No,2,5,Yes,Yes,No,No,Yes,Yes,60000000,House
Johar Town,3267,16,old,2,6,no,Yes,no,No,2,5,Yes,Yes,No,No,Yes,Yes,48000000,House
Johar Town,2722,19,old,2,7,no,Yes,no,No,2,6,Yes,Yes,No,No,Yes,Yes,42500000,House
Johar Town,2722,21,old,2,6,no,Yes,no,No,1,5,Yes,Yes,No,No,Yes,Yes,4050000,House
Johar Town,1361,11,old,2,3,no,Yes,no,No,1,3,Yes,Yes,No,No,Yes,Yes,17500000,House
Johar Town,1361,14,new,2,6,no,Yes,no,No,2,5,Yes,Yes,No,No,Yes,Yes,28500000,House
Johar Town,327,22,old,2,8,no,Yes,no,Yes,3,7,Yes,Yes,No,No,Yes,Yes,100000000,House
Johar Town,1361,15,old,2,4,no,Yes,no,No,2,4,Yes,Yes,No,No,Yes,Yes,20000000,House
Johar Town,3267,15,old,2,6,no,Yes,no,No,2,6,Yes,Yes,No,No,Yes,Yes,62500000,House
Johar Town,1361,12,new,2,5,no,Yes,no,No,2,4,Yes,Yes,No,No,Yes,Yes,22500000,House
Johar Town,3267,13,old,2,5,no,Yes,no,No,2,4,Yes,Yes,No,No,Yes,Yes,35000000,House
Johar Town,1361,11,old,2,4,no,Yes,no,No,2,3,Yes,Yes,No,No,Yes,Yes,17500000,House
Johar Town,3267,14,old,2,6,no,Yes,no,No,2,5,Yes,Yes,No,No,Yes,Yes,47000000,House
Johar Town,1361,15,old,2,5,no,Yes,no,No,2,5,Yes,Yes,No,No,Yes,Yes,28500000,House
Johar Town,3811,16,old,2,5,no,Yes,no,No,2,5,Yes,Yes,No,No,No,Yes,56500000,House
Johar Town,2722,17,old,3,5,no,Yes,no,No,3,5,Yes,Yes,No,No,No,Yes,22500000,House
Johar Town,3267,21,new,2,6,no,Yes,no,No,2,5,Yes,Yes,No,No,No,Yes,32000000,House
Johar Town,2722,20,new,2,6,no,Yes,no,No,2,5,Yes,Yes,No,No,No,Yes,41000000,House
Johar Town,1905,18,new,2,6,no,Yes,no,No,2,5,Yes,Yes,No,No,No,Yes,20000000,House
Johar Town,1361,14,new,2,6,no,Yes,no,No,2,5,Yes,Yes,No,No,No,Yes,28500000,House
Johar Town,3811,15,new,2,6,no,Yes,no,No,2,5,Yes,Yes,No,No,No,Yes,52200000,House
Johar Town,681,4,old,1,1,no,Yes,no,No,1,2,Yes,Yes,No,No,No,Yes,300000,House
Johar Town,3267,17,old,2,7,no,Yes,no,No,2,6,Yes,Yes,No,No,No,Yes,60000000,House
Johar Town,2722,14,old,2,6,no,Yes,no,No,2,5,Yes,Yes,No,No,No,Yes,42500000,House
Johar Town,1361,9,old,2,3,no,Yes,no,No,2,3,Yes,Yes,No,No,No,Yes,18000000,House
Johar Town,1361,15,new,2,6,no,Yes,no,No,2,5,Yes,Yes,No,No,No,Yes,29500000,House
Johar Town,1361,8,old,1,4,no,Yes,no,No,1,3,Yes,Yes,No,No,Yes,Yes,17500000,House
Johar Town,3267,26,new,2,8,no,Yes,no,No,2,5,Yes,Yes,No,No,Yes,Yes,47500000,House
Johar Town,1361,15,new,2,6,no,Yes,no,No,2,5,Yes,Yes,No,No,Yes,Yes,27000000,House
Johar Town,2041,20,new,2,5,no,Yes,no,No,2,4,Yes,Yes,No,No,Yes,Yes,30000000,House
Johar Town,3267,19,old,3,7,no,Yes,no,No,3,6,Yes,Yes,No,No,Yes,Yes,45000000,House
Johar Town,953,14,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,No,Yes,Yes,15000000,House
Johar Town,1361,12,old,2,3,no,Yes,no,No,2,3,Yes,Yes,No,No,No,Yes,17000000,House
Johar Town,1361,15,old,2,5,no,Yes,no,No,2,5,Yes,Yes,No,No,Yes,Yes,18000000,House
Johar Town,1415,16,old,2,5,no,Yes,no,No,2,5,Yes,Yes,No,No,No,Yes,19000000,House
Johar Town,1361,17,old,2,5,no,Yes,no,No,2,5,Yes,Yes,No,No,Yes,Yes,21000000,House
Johar Town,1361,16,old,2,5,no,Yes,no,No,2,4,Yes,Yes,No,No,Yes,Yes,18500000,House
Johar Town,4554,24,old,2,6,no,Yes,no,Yes,1,5,Yes,Yes,No,No,Yes,Yes,47500000,House
Johar Town,3811,28,old,3,9,no,Yes,no,No,3,8,Yes,Yes,No,No,Yes,Yes,35000000,House
Johar Town,3267,21,new,2,5,no,Yes,no,No,2,4,Yes,Yes,No,No,Yes,Yes,39000000,House
Johar Town,4900,26,new,3,7,no,Yes,no,No,2,6,Yes,Yes,No,No,Yes,Yes,55000000,House
Johar Town,4554,18,new,1,4,no,Yes,no,Yes,1,3,Yes,Yes,No,No,Yes,Yes,47500000,House
Johar Town,2722,26,new,3,7,no,Yes,no,No,2,6,Yes,Yes,No,No,No,Yes,42000000,House
Johar Town,4554,20,old,1,9,no,Yes,no,Yes,1,6,Yes,Yes,No,No,Yes,Yes,120000000,House
Johar Town,1361,11,old,2,4,no,Yes,no,No,2,3,Yes,Yes,No,No,No,Yes,16500000,House
Johar Town,1633,15,new,3,6,no,Yes,no,No,2,5,Yes,Yes,No,No,No,Yes,29500000,House
Johar Town,1361,14,new,2,6,no,Yes,no,No,2,5,Yes,Yes,No,No,No,Yes,26500000,House
Johar Town,1361,13,old,2,6,no,Yes,no,No,2,5,Yes,Yes,No,No,No,Yes,26500000,House
Johar Town,1361,11,old,2,5,no,Yes,no,No,2,4,Yes,Yes,No,No,Yes,Yes,17500000,House
Johar Town,953,11,new,2,4,no,Yes,no,No,2,4,Yes,Yes,No,No,No,Yes,16500000,House
Johar Town,1361,15,old,2,5,no,Yes,no,No,2,5,Yes,Yes,No,No,No,Yes,20000000,House
Johar Town,3267,16,old,2,5,no,Yes,no,No,2,5,Yes,Yes,No,No,Yes,Yes,62500000,House
Johar Town,1361,15,old,2,7,no,Yes,no,No,2,6,Yes,Yes,No,No,No,Yes,29500000,House
Johar Town,1361,10,old,2,4,no,Yes,no,No,1,3,Yes,Yes,No,No,No,Yes,17500000,House
Johar Town,3811,20,new,2,6,no,Yes,no,No,2,5,Yes,Yes,No,No,Yes,Yes,40500000,House
Johar Town,1361,14,new,2,6,no,Yes,no,No,1,5,Yes,Yes,No,No,No,Yes,23500000,House
Johar Town,3811,15,new,2,6,no,Yes,no,No,2,5,Yes,Yes,No,No,No,Yes,52500000,House
Johar Town,2722,12,new,2,5,no,Yes,no,Yes,2,5,Yes,Yes,No,No,No,Yes,42500000,House
Johar Town,1361,14,new,2,5,no,Yes,no,No,2,5,Yes,Yes,No,No,No,Yes,21000000,House
Johar Town,817,12,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,No,No,Yes,9500000,House
Johar Town,3267,13,old,2,5,no,Yes,no,No,2,4,Yes,Yes,No,No,No,Yes,35000000,House
Johar Town,1361,16,new,2,6,no,Yes,no,No,2,6,Yes,Yes,No,No,No,Yes,27000000,House
Johar Town,2178,13,old,2,4,no,Yes,no,No,2,4,Yes,Yes,No,No,No,Yes,35000000,House
Shadbagh,681,9,new,2,3,no,Yes,no,No,2,3,Yes,Yes,Yes,No,No,Yes,11500000,House
Shadbagh,653,8,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,No,No,Yes,8500000,House
Shadbagh,327,5,new,2,2,no,Yes,no,No,2,2,Yes,Yes,No,No,No,Yes,3500000,House
Shadbagh,817,10,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,No,No,Yes,15500000,House
Shadbagh,817,10,new,2,4,no,Yes,no,No,2,4,Yes,Yes,No,No,No,Yes,7500000,House
Shadbagh,999,9,new,2,4,no,Yes,no,No,2,4,Yes,Yes,No,No,No,Yes,8200000,House
Shadbagh,953,10,new,2,4,no,Yes,no,No,2,3,Yes,Yes,No,No,No,Yes,12000000,House
Shadbagh,1361,6,new,1,2,no,Yes,no,No,1,2,Yes,Yes,No,No,No,Yes,8500000,House
Shadbagh,681,10,new,2,3,no,Yes,no,No,2,4,Yes,Yes,No,No,No,Yes,7500000,House
Shadbagh,1089,7,old,2,2,no,Yes,no,No,1,4,Yes,Yes,No,No,No,Yes,9800000,House
Shadbagh,953,6,new,1,2,no,Yes,no,No,1,2,Yes,Yes,No,No,No,Yes,5800000,House
Shadbagh,653,9,new,2,3,no,Yes,no,No,2,4,Yes,Yes,No,No,No,Yes,20000000,House
Shadbagh,1361,13,new,2,5,no,Yes,no,No,2,5,Yes,Yes,No,No,No,Yes,15000000,House
Shadbagh,1361,10,old,2,4,no,Yes,no,No,1,4,Yes,Yes,Yes,No,No,Yes,20000000,House
Shadbagh,817,6,old,2,1,no,Yes,no,No,1,3,Yes,Yes,No,No,No,Yes,6500000,House
Shadbagh,3675,20,old,2,7,no,Yes,no,No,2,11,Yes,Yes,No,No,No,Yes,45000000,House
Shadbagh,1524,11,new,2,4,no,Yes,no,No,2,3,Yes,Yes,Yes,No,No,Yes,16500000,House
Shadbagh,1633,17,old,2,3,no,Yes,no,No,2,4,Yes,Yes,No,No,No,Yes,13800000,House
Shadbagh,2722,13,new,2,4,no,Yes,no,No,2,5,Yes,Yes,No,No,No,Yes,31500000,House
Shadbagh,1633,18,new,2,6,no,Yes,no,No,2,6,Yes,Yes,No,No,No,Yes,25000000,House
Shadbagh,817,11,old,2,4,no,Yes,no,No,2,4,Yes,Yes,No,No,No,Yes,7500000,House
Shadbagh,1633,8,old,1,3,no,Yes,no,No,1,3,Yes,Yes,No,No,No,Yes,14000000,House
Shadbagh,2041,14,new,3,5,no,Yes,no,No,2,5,Yes,Yes,No,No,No,Yes,25000000,House
Shadbagh,545,9,new,2,3,no,Yes,no,No,2,2,Yes,Yes,No,No,No,Yes,6800000,House
Shadbagh,3267,24,old,2,7,no,Yes,no,No,2,8,Yes,Yes,No,No,No,Yes,36000000,House
Baghbanpura,2069,19,new,2,6,no,Yes,no,No,2,5,Yes,Yes,No,No,No,Yes,21500000,House
Baghbanpura,817,7,old,2,2,no,Yes,no,No,1,3,Yes,Yes,No,No,No,Yes,5500000,House
Baghbanpura,953,11,old,2,4,no,Yes,no,No,1,4,Yes,Yes,No,No,No,Yes,7000000,House
Baghbanpura,681,7,new,2,3,no,Yes,no,No,1,3,Yes,Yes,No,No,No,Yes,6850000,House
Baghbanpura,1225,13,new,3,4,no,Yes,no,No,2,7,Yes,Yes,No,No,No,Yes,12000000,House
Baghbanpura,1361,12,new,3,4,no,Yes,no,No,2,6,Yes,Yes,No,No,No,Yes,13000000,House
Baghbanpura,817,8,old,2,3,no,Yes,no,No,1,3,Yes,Yes,No,No,No,Yes,7000000,House
Baghbanpura,572,8,old,2,3,no,Yes,no,No,1,3,Yes,Yes,No,No,No,Yes,7500000,House
Baghbanpura,2722,10,new,1,3,no,Yes,no,No,1,5,Yes,Yes,No,No,No,Yes,20000000,House
Baghbanpura,1361,7,new,1,2,no,Yes,no,No,1,3,Yes,Yes,No,No,No,Yes,9500000,House
Baghbanpura,1089,6,new,2,2,no,Yes,no,No,2,3,Yes,Yes,No,No,No,Yes,5900000,House
Wapda Town,2722,21,new,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,No,No,Yes,28000000,House
Wapda Town,5445,24,new,2,7,no,Yes,Yes,Yes,2,6,Yes,Yes,No,No,Yes,Yes,64500000,House
Wapda Town,10890,29,new,2,9,no,Yes,Yes,Yes,1,6,Yes,Yes,No,No,No,Yes,122500000,House
Wapda Town,2722,25,new,2,6,no,Yes,no,No,2,5,Yes,Yes,No,No,No,Yes,47500000,House
Wapda Town,2722,11,new,2,5,no,Yes,no,No,2,4,Yes,Yes,No,No,No,Yes,26500000,House
Wapda Town,2722,28,new,2,8,no,Yes,no,Yes,2,6,Yes,Yes,No,No,Yes,Yes,135000000,House
Wapda Town,2722,17,old,2,6,no,Yes,no,No,2,5,Yes,Yes,No,No,No,Yes,31500000,House
Wapda Town,2722,22,new,2,6,no,Yes,no,No,2,5,Yes,Yes,No,No,No,Yes,48000000,House
Wapda Town,6534,25,new,2,10,no,Yes,no,Yes,2,8,Yes,Yes,No,No,Yes,Yes,58000000,House
Wapda Town,2722,23,new,2,6,no,Yes,no,No,2,5,Yes,Yes,No,No,No,Yes,48000000,House
Wapda Town,5445,24,new,2,6,no,Yes,no,No,2,5,Yes,Yes,No,No,No,Yes,72500000,House
Wapda Town,5445,27,old,2,8,no,Yes,no,No,2,6,Yes,Yes,No,No,Yes,Yes,55000000,House
Wapda Town,5445,29,new,2,8,no,Yes,no,No,3,6,Yes,Yes,No,No,No,Yes,74900000,House
