Location ,Area,Room,Age,Num of Floor,Wash Room,Basment,Mount,Swimming Pool,Lawn,Kitchen,Bed_Room,Electric Connection,Gas Connection,Corner Plot,Solar System,Commercial,Business & Comminication,Price,Type
Ferozpur,490,6,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,5000000,House
Ferozpur,1361,12,new,2,4,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,16500000,House
Ferozpur,681,11,new,2,4,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,6000000,House
Ferozpur,1361,11,new,2,3,no,Yes,no,No,2,4,Yes,Yes,No,Yes,No,Yes,8500000,House
Ferozpur,1225,8,new,2,2,no,Yes,no,No,2,2,Yes,Yes,No,Yes,No,Yes,8500000,House
Ferozpur,1225,9,new,2,2,no,Yes,no,No,2,2,Yes,Yes,No,Yes,No,Yes,6500000,House
Ferozpur,817,13,new,2,4,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,6800000,House
Ferozpur,545,17,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,5000000,House
Ferozpur,817,6,new,2,2,no,Yes,no,No,2,1,Yes,Yes,No,Yes,No,Yes,4000000,House
Ferozpur,1361,14,new,2,6,no,Yes,no,No,2,5,Yes,Yes,No,Yes,No,Yes,15000000,House
Ferozpur,817,18,new,2,5,no,Yes,no,No,2,5,Yes,Yes,No,Yes,No,Yes,6350000,House
Ferozpur,817,19,new,2,4,no,Yes,no,No,2,4,Yes,Yes,No,Yes,No,Yes,7300000,House
Multan Road,1089,15,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,11700000,House
Multan Road,545,14,new,2,3,no,Yes,no,No,1,3,Yes,Yes,No,Yes,No,Yes,7500000,House
Multan Road,817,7,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,4000000,House
Multan Road,681,8,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,6000000,House
Multan Road,1361,21,new,2,5,no,Yes,no,No,2,5,Yes,Yes,No,Yes,No,Yes,13500000,House
Multan Road,1633,22,new,2,5,no,Yes,no,No,2,5,Yes,Yes,No,Yes,No,Yes,17000000,House
Multan Road,2994,21,new,2,5,no,Yes,no,No,2,5,Yes,Yes,No,Yes,No,Yes,18500000,House
Multan Road,681,17,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,8000000,House
Multan Road,681,17,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,8000000,House
Multan Road,1361,20,new,2,5,no,Yes,no,No,2,5,Yes,Yes,No,Yes,No,Yes,12500000,House
Multan Road,681,19,new,2,4,no,Yes,no,No,2,4,Yes,Yes,No,Yes,No,Yes,9000000,House
Multan Road,844,12,new,2,5,no,Yes,no,No,2,4,Yes,Yes,No,Yes,No,Yes,10000000,House
Multan Road,1361,8,new,2,3,no,Yes,no,No,2,2,Yes,Yes,Yes,Yes,No,Yes,22500000,House
Multan Road,1361,9,new,2,2,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,22500000,House
Multan Road,1361,13,old,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,19500000,House
Multan Road,817,9,new,2,1,no,Yes,no,No,1,1,Yes,Yes,No,Yes,No,Yes,3500000,House
Multan Road,817,18,new,2,4,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,9000000,House
Multan Road,953,8,new,2,2,no,Yes,no,No,1,2,Yes,Yes,No,Yes,No,Yes,4000000,House
Multan Road,817,4,new,2,1,no,Yes,no,No,1,1,Yes,Yes,No,Yes,No,Yes,3700000,House
Multan Road,409,3,new,2,1,no,Yes,no,No,1,1,Yes,Yes,No,Yes,No,Yes,2600000,House
Multan Road,681,9,new,2,4,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,7800000,House
Multan Road,817,9,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,5500000,House
Formanites�,2723,19,new,2,6,no,Yes,no,Yes,2,5,Yes,Yes,Yes,Yes,No,Yes,37000000,House
Formanites�,1362,13,new,2,4,no,Yes,no,Yes,2,3,Yes,Yes,Yes,Yes,No,Yes,17500000,House
Formanites�,2723,24,new,2,6,no,Yes,no,Yes,2,7,Yes,Yes,Yes,Yes,No,Yes,26500000,House
